,CO_MUN_GEO,NO_MUN,NO_MUN_MIN,SG_UF
1714,2111748,SENADOR ALEXANDRE COSTA,Senador Alexandre Costa,MA
1715,2111763,SENADOR LA ROCQUE,Senador La Rocque,MA
1716,2111789,SERRANO DO MARANHAO,Serrano do Maranhão,MA
1717,2111805,SITIO NOVO,Sítio Novo,MA
1718,2111904,SUCUPIRA DO NORTE,Sucupira do Norte,MA
1719,2111953,SUCUPIRA DO RIACHAO,Sucupira do Riachão,MA
1720,2112001,TASSO FRAGOSO,Tasso Fragoso,MA
1721,2112100,TIMBIRAS,Timbiras,MA
1722,2112209,TIMON,Timon,MA
1723,2112233,TRIZIDELA DO VALE,Trizidela do Vale,MA
1724,2112274,TUFILANDIA,Tufilândia,MA
1725,2112308,TUNTUM,Tuntum,MA
1726,2112407,TURIACU,Turiaçu,MA
1727,2112456,TURILANDIA,Turilândia,MA
1728,2112506,TUTOIA,Tutóia,MA
1729,2112605,URBANO SANTOS,Urbano Santos,MA
1730,2112704,VARGEM GRANDE,Vargem Grande,MA
1731,2112803,VIANA,Viana,MA
1732,2112852,VILA NOVA DOS MARTIRIOS,Vila Nova dos Martírios,MA
1733,2112902,VITORIA DO MEARIM,Vitória do Mearim,MA
1734,2113009,VITORINO FREIRE,Vitorino Freire,MA
1735,2114007,ZE DOCA,Zé Doca,MA
1736,2906600,CANDIBA,Candiba,BA
1737,2906709,CANDIDO SALES,Cândido Sales,BA
1738,2906808,CANSANCAO,Cansanção,BA
1739,2906824,CANUDOS,Canudos,BA
1740,2906857,CAPELA DO ALTO ALEGRE,Capela do Alto Alegre,BA
1741,2906873,CAPIM GROSSO,Capim Grosso,BA
1742,2906899,CARAIBAS,Caraíbas,BA
1743,3162807,SAO JOAO EVANGELISTA,São João Evangelista,MG
1744,3162906,SAO JOAO NEPOMUCENO,São João Nepomuceno,MG
1745,3162922,SAO JOAQUIM DE BICAS,São Joaquim de Bicas,MG
1746,3162948,SAO JOSE DA BARRA,São José da Barra,MG
1747,3162955,SAO JOSE DA LAPA,São José da Lapa,MG
1748,3163003,SAO JOSE DA SAFIRA,São José da Safira,MG
1749,3163102,SAO JOSE DA VARGINHA,São José da Varginha,MG
1750,3163201,SAO JOSE DO ALEGRE,São José do Alegre,MG
1751,3163300,SAO JOSE DO DIVINO,São José do Divino,MG
1752,3163409,SAO JOSE DO GOIABAL,São José do Goiabal,MG
1753,3163508,SAO JOSE DO JACURI,São José do Jacuri,MG
1754,3163607,SAO JOSE DO MANTIMENTO,São José do Mantimento,MG
1755,3163706,SAO LOURENCO,São Lourenço,MG
1756,3163805,SAO MIGUEL DO ANTA,São Miguel do Anta,MG
1757,3163904,SAO PEDRO DA UNIAO,São Pedro da União,MG
1758,3164001,SAO PEDRO DOS FERROS,São Pedro dos Ferros,MG
1759,3164100,SAO PEDRO DO SUACUI,São Pedro do Suaçuí,MG
1760,3164209,SAO ROMAO,São Romão,MG
1761,3164308,SAO ROQUE DE MINAS,São Roque de Minas,MG
1762,3164407,SAO SEBASTIAO DA BELA VISTA,São Sebastião da Bela Vista,MG
1763,3164431,SAO SEBASTIAO DA VARGEM ALEGRE,São Sebastião da Vargem Alegre,MG
1764,3164472,SAO SEBASTIAO DO ANTA,São Sebastião do Anta,MG
1765,3164506,SAO SEBASTIAO DO MARANHAO,São Sebastião do Maranhão,MG
1766,3164605,SAO SEBASTIAO DO OESTE,São Sebastião do Oeste,MG
1767,3164704,SAO SEBASTIAO DO PARAISO,São Sebastião do Paraíso,MG
1768,3164803,SAO SEBASTIAO DO RIO PRETO,São Sebastião do Rio Preto,MG
1769,3164902,SAO SEBASTIAO DO RIO VERDE,São Sebastião do Rio Verde,MG
1770,3165008,SAO TIAGO,São Tiago,MG
1771,3165107,SAO TOMAS DE AQUINO,São Tomás de Aquino,MG
1772,3165206,SAO THOME DAS LETRAS,São Thomé das Letras,MG
1773,3165305,SAO VICENTE DE MINAS,São Vicente de Minas,MG
1774,3165404,SAPUCAI-MIRIM,Sapucaí-Mirim,MG
1775,3165503,SARDOA,Sardoá,MG
1776,3165537,SARZEDO,Sarzedo,MG
1777,3165552,SETUBINHA,Setubinha,MG
1778,3165560,SEM-PEIXE,Sem-Peixe,MG
1779,3165578,SENADOR AMARAL,Senador Amaral,MG
1780,3165602,SENADOR CORTES,Senador Cortes,MG
1781,3165701,SENADOR FIRMINO,Senador Firmino,MG
1782,3165800,SENADOR JOSE BENTO,Senador José Bento,MG
1783,3165909,SENADOR MODESTINO GONCALVES,Senador Modestino Gonçalves,MG
1784,3166006,SENHORA DE OLIVEIRA,Senhora de Oliveira,MG
1785,3166105,SENHORA DO PORTO,Senhora do Porto,MG
1786,3166204,SENHORA DOS REMEDIOS,Senhora dos Remédios,MG
1787,3166303,SERICITA,Sericita,MG
1788,3166402,SERITINGA,Seritinga,MG
1789,3166501,SERRA AZUL DE MINAS,Serra Azul de Minas,MG
1790,3166600,SERRA DA SAUDADE,Serra da Saudade,MG
1791,3166709,SERRA DOS AIMORES,Serra dos Aimorés,MG
1792,3166808,SERRA DO SALITRE,Serra do Salitre,MG
1793,3166907,SERRANIA,Serrania,MG
1794,3166956,SERRANOPOLIS DE MINAS,Serranópolis de Minas,MG
1795,3167004,SERRANOS,Serranos,MG
1796,3167103,SERRO,Serro,MG
1797,3167202,SETE LAGOAS,Sete Lagoas,MG
1798,3167301,SILVEIRANIA,Silveirânia,MG
1799,3167400,SILVIANOPOLIS,Silvianópolis,MG
1800,3167509,SIMAO PEREIRA,Simão Pereira,MG
1801,3167608,SIMONESIA,Simonésia,MG
1802,3167707,SOBRALIA,Sobrália,MG
1803,3167806,SOLEDADE DE MINAS,Soledade de Minas,MG
1804,3167905,TABULEIRO,Tabuleiro,MG
1805,3168002,TAIOBEIRAS,Taiobeiras,MG
1806,3168051,TAPARUBA,Taparuba,MG
1807,3168101,TAPIRA,Tapira,MG
1808,3168200,TAPIRAI,Tapiraí,MG
1809,3168309,TAQUARACU DE MINAS,Taquaraçu de Minas,MG
1810,3168408,TARUMIRIM,Tarumirim,MG
1811,3168507,TEIXEIRAS,Teixeiras,MG
1812,3168606,TEOFILO OTONI,Teófilo Otoni,MG
1813,3168705,TIMOTEO,Timóteo,MG
1814,3168804,TIRADENTES,Tiradentes,MG
1815,3168903,TIROS,Tiros,MG
1816,3169000,TOCANTINS,Tocantins,MG
1817,3169059,TOCOS DO MOJI,Tocos do Moji,MG
1818,3169109,TOLEDO,Toledo,MG
1819,3169208,TOMBOS,Tombos,MG
1820,3169307,TRES CORACOES,Três Corações,MG
1821,3169356,TRES MARIAS,Três Marias,MG
1822,3119401,CORONEL FABRICIANO,Coronel Fabriciano,MG
1823,3119500,CORONEL MURTA,Coronel Murta,MG
1824,3119609,CORONEL PACHECO,Coronel Pacheco,MG
1825,3119708,CORONEL XAVIER CHAVES,Coronel Xavier Chaves,MG
1826,3119807,CORREGO DANTA,Córrego Danta,MG
1827,3119906,CORREGO DO BOM JESUS,Córrego do Bom Jesus,MG
1828,3119955,CORREGO FUNDO,Córrego Fundo,MG
1829,3120003,CORREGO NOVO,Córrego Novo,MG
1830,3120102,COUTO DE MAGALHAES DE MINAS,Couto de Magalhães de Minas,MG
1831,3120151,CRISOLITA,Crisólita,MG
1832,3120201,CRISTAIS,Cristais,MG
1833,3120300,CRISTALIA,Cristália,MG
1834,3120409,CRISTIANO OTONI,Cristiano Otoni,MG
1835,3120508,CRISTINA,Cristina,MG
1836,3120607,CRUCILANDIA,Crucilândia,MG
1837,3120706,CRUZEIRO DA FORTALEZA,Cruzeiro da Fortaleza,MG
1838,3120805,CRUZILIA,Cruzília,MG
1839,3120839,CUPARAQUE,Cuparaque,MG
1840,3120870,CURRAL DE DENTRO,Curral de Dentro,MG
1841,3120904,CURVELO,Curvelo,MG
1842,3121001,DATAS,Datas,MG
1843,3121100,DELFIM MOREIRA,Delfim Moreira,MG
1844,3121209,DELFINOPOLIS,Delfinópolis,MG
1845,3121258,DELTA,Delta,MG
1846,3121308,DESCOBERTO,Descoberto,MG
1847,3121407,DESTERRO DE ENTRE RIOS,Desterro de Entre Rios,MG
1848,3121506,DESTERRO DO MELO,Desterro do Melo,MG
1849,3121605,DIAMANTINA,Diamantina,MG
1850,3121704,DIOGO DE VASCONCELOS,Diogo de Vasconcelos,MG
1851,3121803,DIONISIO,Dionísio,MG
1852,3121902,DIVINESIA,Divinésia,MG
1853,3122009,DIVINO,Divino,MG
1854,3122108,DIVINO DAS LARANJEIRAS,Divino das Laranjeiras,MG
1855,3122207,DIVINOLANDIA DE MINAS,Divinolândia de Minas,MG
1856,3122306,DIVINOPOLIS,Divinópolis,MG
1857,3122355,DIVISA ALEGRE,Divisa Alegre,MG
1858,3122405,DIVISA NOVA,Divisa Nova,MG
1859,3122454,DIVISOPOLIS,Divisópolis,MG
1860,3122470,DOM BOSCO,Dom Bosco,MG
1861,3122504,DOM CAVATI,Dom Cavati,MG
1862,3122603,DOM JOAQUIM,Dom Joaquim,MG
1863,3122702,DOM SILVERIO,Dom Silvério,MG
1864,3122801,DOM VICOSO,Dom Viçoso,MG
1865,3122900,DONA EUSEBIA,Dona Eusébia,MG
1866,3123007,DORES DE CAMPOS,Dores de Campos,MG
1867,3123106,DORES DE GUANHAES,Dores de Guanhães,MG
1868,3123205,DORES DO INDAIA,Dores do Indaiá,MG
1869,3123304,DORES DO TURVO,Dores do Turvo,MG
1870,3123403,DORESOPOLIS,Doresópolis,MG
1871,3123502,DOURADOQUARA,Douradoquara,MG
1872,3123528,DURANDE,Durandé,MG
1873,3123601,ELOI MENDES,Elói Mendes,MG
1874,3123700,ENGENHEIRO CALDAS,Engenheiro Caldas,MG
1875,3123809,ENGENHEIRO NAVARRO,Engenheiro Navarro,MG
1876,3123858,ENTRE FOLHAS,Entre Folhas,MG
1877,3123908,ENTRE RIOS DE MINAS,Entre Rios de Minas,MG
1878,3124005,ERVALIA,Ervália,MG
1879,3124104,ESMERALDAS,Esmeraldas,MG
1880,3124203,ESPERA FELIZ,Espera Feliz,MG
1881,3124302,ESPINOSA,Espinosa,MG
1882,3124401,ESPIRITO SANTO DO DOURADO,Espírito Santo do Dourado,MG
1883,3124500,ESTIVA,Estiva,MG
1884,3124609,ESTRELA DALVA,Estrela Dalva,MG
1885,3124708,ESTRELA DO INDAIA,Estrela do Indaiá,MG
1886,3124807,ESTRELA DO SUL,Estrela do Sul,MG
1887,3124906,EUGENOPOLIS,Eugenópolis,MG
1888,3125002,EWBANK DA CAMARA,Ewbank da Câmara,MG
1889,3125101,EXTREMA,Extrema,MG
1890,3125200,FAMA,Fama,MG
1891,3125309,FARIA LEMOS,Faria Lemos,MG
1892,3125408,FELICIO DOS SANTOS,Felício dos Santos,MG
1893,3125507,SAO GONCALO DO RIO PRETO,São Gonçalo do Rio Preto,MG
1894,3420103,IGARAPAVA,Igarapava,SP
1895,3420202,IGARATA,Igaratá,SP
1896,3420301,IGUAPE,Iguape,SP
1897,3420400,ILHABELA,Ilhabela,SP
1898,3420426,ILHA COMPRIDA,Ilha Comprida,SP
1899,3420442,ILHA SOLTEIRA,Ilha Solteira,SP
1900,3420509,INDAIATUBA,Indaiatuba,SP
1901,3420608,INDIANA,Indiana,SP
1902,3420707,INDIAPORA,Indiaporã,SP
1903,3420806,INUBIA PAULISTA,Inúbia Paulista,SP
1904,3420905,IPAUSSU,Ipaussu,SP
1905,3421002,IPERO,Iperó,SP
1906,3421101,IPEUNA,Ipeúna,SP
1907,3421150,IPIGUA,Ipiguá,SP
1908,3421200,IPORANGA,Iporanga,SP
1909,3421309,IPUA,Ipuã,SP
1910,3421408,IRACEMAPOLIS,Iracemápolis,SP
1911,3421507,IRAPUA,Irapuã,SP
1912,3421606,IRAPURU,Irapuru,SP
1913,3421705,ITABERA,Itaberá,SP
1914,3421804,ITAI,Itaí,SP
1915,3421903,ITAJOBI,Itajobi,SP
1916,3422000,ITAJU,Itaju,SP
1917,3422109,ITANHAEM,Itanhaém,SP
1918,3422158,ITAOCA,Itaóca,SP
1919,3422208,ITAPECERICA DA SERRA,Itapecerica da Serra,SP
1920,3422307,ITAPETININGA,Itapetininga,SP
1921,3422406,ITAPEVA,Itapeva,SP
1922,3422505,ITAPEVI,Itapevi,SP
1923,3422604,ITAPIRA,Itapira,SP
1924,3422653,ITAPIRAPUA PAULISTA,Itapirapuã Paulista,SP
1925,3422703,ITAPOLIS,Itápolis,SP
1926,3422802,ITAPORANGA,Itaporanga,SP
1927,3422901,ITAPUI,Itapuí,SP
1928,3423008,ITAPURA,Itapura,SP
1929,3423107,ITAQUAQUECETUBA,Itaquaquecetuba,SP
1930,3423206,ITARARE,Itararé,SP
1931,3423305,ITARIRI,Itariri,SP
1932,3423404,ITATIBA,Itatiba,SP
1933,3423503,ITATINGA,Itatinga,SP
1934,3423602,ITIRAPINA,Itirapina,SP
1935,3423701,ITIRAPUA,Itirapuã,SP
1936,3423800,ITOBI,Itobi,SP
1937,3423909,ITU,Itu,SP
1938,3424006,ITUPEVA,Itupeva,SP
1939,3424105,ITUVERAVA,Ituverava,SP
1940,3424204,JABORANDI,Jaborandi,SP
1941,3424303,JABOTICABAL,Jaboticabal,SP
1942,3424402,JACAREI,Jacareí,SP
1943,3424501,JACI,Jaci,SP
1944,3424600,JACUPIRANGA,Jacupiranga,SP
1945,3424709,JAGUARIUNA,Jaguariúna,SP
1946,3424808,JALES,Jales,SP
1947,3424907,JAMBEIRO,Jambeiro,SP
1948,3425003,JANDIRA,Jandira,SP
1949,3425102,JARDINOPOLIS,Jardinópolis,SP
1950,3425201,JARINU,Jarinu,SP
1951,3425300,JAU,Jaú,SP
1952,3425409,JERIQUARA,Jeriquara,SP
1953,1718899,SANTA RITA DO TOCANTINS,Santa Rita do Tocantins,TO
1954,1718907,SANTA ROSA DO TOCANTINS,Santa Rosa do Tocantins,TO
1955,1100015,ALTA FLORESTA D'OESTE,Alta Floresta D'Oeste,RO
1956,1100023,ARIQUEMES,Ariquemes,RO
1957,1100031,CABIXI,Cabixi,RO
1958,1100049,CACOAL,Cacoal,RO
1959,1100056,CEREJEIRAS,Cerejeiras,RO
1960,1100064,COLORADO DO OESTE,Colorado do Oeste,RO
1961,1100072,CORUMBIARA,Corumbiara,RO
1962,1100080,COSTA MARQUES,Costa Marques,RO
1963,1100098,ESPIGAO D'OESTE,Espigão D'Oeste,RO
1964,1100106,GUAJARA-MIRIM,Guajará-Mirim,RO
1965,1100114,JARU,Jaru,RO
1966,1100122,JI-PARANA,Ji-Paraná,RO
1967,1100130,MACHADINHO D'OESTE,Machadinho D'Oeste,RO
1968,1100148,NOVA BRASILANDIA D'OESTE,Nova Brasilândia D'Oeste,RO
1969,1100155,OURO PRETO DO OESTE,Ouro Preto do Oeste,RO
1970,1100189,PIMENTA BUENO,Pimenta Bueno,RO
1971,1100205,PORTO VELHO,Porto Velho,RO
1972,1100254,PRESIDENTE MEDICI,Presidente Médici,RO
1973,1100262,RIO CRESPO,Rio Crespo,RO
1974,1100288,ROLIM DE MOURA,Rolim de Moura,RO
1975,1100296,SANTA LUZIA D'OESTE,Santa Luzia D'Oeste,RO
1976,1100304,VILHENA,Vilhena,RO
1977,1100320,SAO MIGUEL DO GUAPORE,São Miguel do Guaporé,RO
1978,1100338,NOVA MAMORE,Nova Mamoré,RO
1979,1100346,ALVORADA D'OESTE,Alvorada D'Oeste,RO
1980,1100379,ALTO ALEGRE DOS PARECIS,Alto Alegre dos Parecis,RO
1981,1100403,ALTO PARAISO,Alto Paraíso,RO
1982,1100452,BURITIS,Buritis,RO
1983,1100502,NOVO HORIZONTE DO OESTE,Novo Horizonte do Oeste,RO
1984,1100601,CACAULANDIA,Cacaulândia,RO
1985,1100700,CAMPO NOVO DE RONDONIA,Campo Novo de Rondônia,RO
1986,1100809,CANDEIAS DO JAMARI,Candeias do Jamari,RO
1987,1100908,CASTANHEIRAS,Castanheiras,RO
1988,1100924,CHUPINGUAIA,Chupinguaia,RO
1989,1100940,CUJUBIM,Cujubim,RO
1990,1101005,GOVERNADOR JORGE TEIXEIRA,Governador Jorge Teixeira,RO
1991,1101104,ITAPUA DO OESTE,Itapuã do Oeste,RO
1992,1101203,MINISTRO ANDREAZZA,Ministro Andreazza,RO
1993,1101302,MIRANTE DA SERRA,Mirante da Serra,RO
1994,1101401,MONTE NEGRO,Monte Negro,RO
1995,1101435,NOVA UNIAO,Nova União,RO
1996,1101450,PARECIS,Parecis,RO
1997,1101468,PIMENTEIRAS DO OESTE,Pimenteiras do Oeste,RO
1998,1101476,PRIMAVERA DE RONDONIA,Primavera de Rondônia,RO
1999,1101484,SAO FELIPE D'OESTE,São Felipe D'Oeste,RO
2000,1101492,SAO FRANCISCO DO GUAPORE,São Francisco do Guaporé,RO
2001,1101500,SERINGUEIRAS,Seringueiras,RO
2002,1101559,TEIXEIROPOLIS,Teixeirópolis,RO
2003,1101609,THEOBROMA,Theobroma,RO
2004,1101708,URUPA,Urupá,RO
2005,1101757,VALE DO ANARI,Vale do Anari,RO
2006,1101807,VALE DO PARAISO,Vale do Paraíso,RO
2007,1200013,ACRELANDIA,Acrelândia,AC
2008,1200054,ASSIS BRASIL,Assis Brasil,AC
2009,1200104,BRASILEIA,Brasiléia,AC
2010,1200138,BUJARI,Bujari,AC
2011,1200179,CAPIXABA,Capixaba,AC
2012,1200203,CRUZEIRO DO SUL,Cruzeiro do Sul,AC
2013,1200252,EPITACIOLANDIA,Epitaciolândia,AC
2014,1200302,FEIJO,Feijó,AC
2015,1200328,JORDAO,Jordão,AC
2016,1200336,MANCIO LIMA,Mâncio Lima,AC
2017,1200344,MANOEL URBANO,Manoel Urbano,AC
2018,1200351,MARECHAL THAUMATURGO,Marechal Thaumaturgo,AC
2019,1200385,PLACIDO DE CASTRO,Plácido de Castro,AC
2020,1200393,PORTO WALTER,Porto Walter,AC
2021,1200401,RIO BRANCO,Rio Branco,AC
2022,1200427,RODRIGUES ALVES,Rodrigues Alves,AC
2023,1200435,SANTA ROSA DO PURUS,Santa Rosa do Purus,AC
2024,1200450,SENADOR GUIOMARD,Senador Guiomard,AC
2025,1200500,SENA MADUREIRA,Sena Madureira,AC
2026,1200609,TARAUACA,Tarauacá,AC
2027,1200708,XAPURI,Xapuri,AC
2028,1200807,PORTO ACRE,Porto Acre,AC
2029,1300029,ALVARAES,Alvarães,AM
2030,1300060,AMATURA,Amaturá,AM
2031,1300086,ANAMA,Anamã,AM
2032,1300102,ANORI,Anori,AM
2033,1300144,APUI,Apuí,AM
2034,1300201,ATALAIA DO NORTE,Atalaia do Norte,AM
2035,1300300,AUTAZES,Autazes,AM
2036,1300409,BARCELOS,Barcelos,AM
2037,1300508,BARREIRINHA,Barreirinha,AM
2038,1300607,BENJAMIN CONSTANT,Benjamin Constant,AM
2039,1300631,BERURI,Beruri,AM
2040,1300680,BOA VISTA DO RAMOS,Boa Vista do Ramos,AM
2041,1300706,BOCA DO ACRE,Boca do Acre,AM
2042,1300805,BORBA,Borba,AM
2043,1300839,CAAPIRANGA,Caapiranga,AM
2044,1300904,CANUTAMA,Canutama,AM
2045,1301001,CARAUARI,Carauari,AM
2046,1301100,CAREIRO,Careiro,AM
2047,1301159,CAREIRO DA VARZEA,Careiro da Várzea,AM
2048,1301209,COARI,Coari,AM
2049,1301308,CODAJAS,Codajás,AM
2050,1301407,EIRUNEPE,Eirunepé,AM
2051,1301506,ENVIRA,Envira,AM
2052,1301605,FONTE BOA,Fonte Boa,AM
2053,1301654,GUAJARA,Guajará,AM
2054,1301704,HUMAITA,Humaitá,AM
2055,1301803,IPIXUNA,Ipixuna,AM
2056,1301852,IRANDUBA,Iranduba,AM
2057,1301902,ITACOATIARA,Itacoatiara,AM
2058,1301951,ITAMARATI,Itamarati,AM
2059,1302009,ITAPIRANGA,Itapiranga,AM
2060,1302108,JAPURA,Japurá,AM
2061,1302207,JURUA,Juruá,AM
2062,1302306,JUTAI,Jutaí,AM
2063,1302405,LABREA,Lábrea,AM
2064,1302504,MANACAPURU,Manacapuru,AM
2065,1302553,MANAQUIRI,Manaquiri,AM
2066,1302603,MANAUS,Manaus,AM
2067,1302702,MANICORE,Manicoré,AM
2068,1302801,MARAA,Maraã,AM
2069,1302900,MAUES,Maués,AM
2070,1303007,NHAMUNDA,Nhamundá,AM
2071,1303106,NOVA OLINDA DO NORTE,Nova Olinda do Norte,AM
2072,1303205,NOVO AIRAO,Novo Airão,AM
2073,1303304,NOVO ARIPUANA,Novo Aripuanã,AM
2074,1303403,PARINTINS,Parintins,AM
2075,1303502,PAUINI,Pauini,AM
2076,1303536,PRESIDENTE FIGUEIREDO,Presidente Figueiredo,AM
2077,1303569,RIO PRETO DA EVA,Rio Preto da Eva,AM
2078,1303601,SANTA ISABEL DO RIO NEGRO,Santa Isabel do Rio Negro,AM
2079,1303700,SANTO ANTONIO DO ICA,Santo Antônio do Içá,AM
2080,1303809,SAO GABRIEL DA CACHOEIRA,São Gabriel da Cachoeira,AM
2081,1303908,SAO PAULO DE OLIVENCA,São Paulo de Olivença,AM
2082,1303957,SAO SEBASTIAO DO UATUMA,São Sebastião do Uatumã,AM
2083,1304005,SILVES,Silves,AM
2084,1304062,TABATINGA,Tabatinga,AM
2085,1304104,TAPAUA,Tapauá,AM
2086,1304203,TEFE,Tefé,AM
2087,1304237,TONANTINS,Tonantins,AM
2088,1304260,UARINI,Uarini,AM
2089,1304302,URUCARA,Urucará,AM
2090,1304401,URUCURITUBA,Urucurituba,AM
2091,1400027,AMAJARI,Amajari,RR
2092,1400050,ALTO ALEGRE,Alto Alegre,RR
2093,1400100,BOA VISTA,Boa Vista,RR
2094,1400159,BONFIM,Bonfim,RR
2095,1400175,CANTA,Cantá,RR
2096,1400209,CARACARAI,Caracaraí,RR
2097,1400233,CAROEBE,Caroebe,RR
2098,1400282,IRACEMA,Iracema,RR
2099,1400308,MUCAJAI,Mucajaí,RR
2100,1400407,NORMANDIA,Normandia,RR
2101,1400456,PACARAIMA,Pacaraima,RR
2102,1400472,RORAINOPOLIS,Rorainópolis,RR
2103,1400506,SAO JOAO DA BALIZA,São João da Baliza,RR
2104,1400605,SAO LUIZ,São Luiz,RR
2105,1400704,UIRAMUTA,Uiramutã,RR
2106,1500107,ABAETETUBA,Abaetetuba,PA
2107,1500131,ABEL FIGUEIREDO,Abel Figueiredo,PA
2108,1500206,ACARA,Acará,PA
2109,1500305,AFUA,Afuá,PA
2110,1500347,AGUA AZUL DO NORTE,Água Azul do Norte,PA
2111,1500404,ALENQUER,Alenquer,PA
2112,1500503,ALMEIRIM,Almeirim,PA
2113,1500602,ALTAMIRA,Altamira,PA
2114,1500701,ANAJAS,Anajás,PA
2115,1500800,ANANINDEUA,Ananindeua,PA
2116,1500859,ANAPU,Anapu,PA
2117,1500909,AUGUSTO CORREA,Augusto Corrêa,PA
2118,1500958,AURORA DO PARA,Aurora do Pará,PA
2119,1501006,AVEIRO,Aveiro,PA
2120,1501105,BAGRE,Bagre,PA
2121,1501204,BAIAO,Baião,PA
2122,1501253,BANNACH,Bannach,PA
2123,1501303,BARCARENA,Barcarena,PA
2124,1501402,BELEM,Belém,PA
2125,1501451,BELTERRA,Belterra,PA
2126,1501501,BENEVIDES,Benevides,PA
2127,1501576,BOM JESUS DO TOCANTINS,Bom Jesus do Tocantins,PA
2128,1501600,BONITO,Bonito,PA
2129,1501709,BRAGANCA,Bragança,PA
2130,1501725,BRASIL NOVO,Brasil Novo,PA
2131,3125606,FELISBURGO,Felisburgo,MG
2132,3125705,FELIXLANDIA,Felixlândia,MG
2133,3125804,FERNANDES TOURINHO,Fernandes Tourinho,MG
2134,3125903,FERROS,Ferros,MG
2135,3125952,FERVEDOURO,Fervedouro,MG
2136,3126000,FLORESTAL,Florestal,MG
2137,3126109,FORMIGA,Formiga,MG
2138,3126208,FORMOSO,Formoso,MG
2139,3126307,FORTALEZA DE MINAS,Fortaleza de Minas,MG
2140,3126406,FORTUNA DE MINAS,Fortuna de Minas,MG
2141,3126505,FRANCISCO BADARO,Francisco Badaró,MG
2142,3126604,FRANCISCO DUMONT,Francisco Dumont,MG
2143,3126703,FRANCISCO SA,Francisco Sá,MG
2144,3126752,FRANCISCOPOLIS,Franciscópolis,MG
2145,3126802,FREI GASPAR,Frei Gaspar,MG
2146,3126901,FREI INOCENCIO,Frei Inocêncio,MG
2147,3126950,FREI LAGONEGRO,Frei Lagonegro,MG
2148,3127008,FRONTEIRA,Fronteira,MG
2149,3127057,FRONTEIRA DOS VALES,Fronteira dos Vales,MG
2150,3127073,FRUTA DE LEITE,Fruta de Leite,MG
2151,3127107,FRUTAL,Frutal,MG
2152,3127206,FUNILANDIA,Funilândia,MG
2153,3127305,GALILEIA,Galiléia,MG
2154,3127339,GAMELEIRAS,Gameleiras,MG
2155,3127354,GLAUCILANDIA,Glaucilândia,MG
2156,3127370,GOIABEIRA,Goiabeira,MG
2157,3127388,GOIANA,Goianá,MG
2158,3127404,GONCALVES,Gonçalves,MG
2159,3127503,GONZAGA,Gonzaga,MG
2160,3127602,GOUVEIA,Gouveia,MG
2161,3127701,GOVERNADOR VALADARES,Governador Valadares,MG
2162,3127800,GRAO MOGOL,Grão Mogol,MG
2163,3127909,GRUPIARA,Grupiara,MG
2164,3128006,GUANHAES,Guanhães,MG
2165,3128105,GUAPE,Guapé,MG
2166,3128204,GUARACIABA,Guaraciaba,MG
2167,3128253,GUARACIAMA,Guaraciama,MG
2168,3128303,GUARANESIA,Guaranésia,MG
2169,3128402,GUARANI,Guarani,MG
2170,3128501,GUARARA,Guarará,MG
2171,3128600,GUARDA-MOR,Guarda-Mor,MG
2172,3128709,GUAXUPE,Guaxupé,MG
2173,3128808,GUIDOVAL,Guidoval,MG
2174,3128907,GUIMARANIA,Guimarânia,MG
2175,3129004,GUIRICEMA,Guiricema,MG
2176,3129103,GURINHATA,Gurinhatã,MG
2177,3129202,HELIODORA,Heliodora,MG
2178,3129301,IAPU,Iapu,MG
2179,3129400,IBERTIOGA,Ibertioga,MG
2180,3129509,IBIA,Ibiá,MG
2181,3129608,IBIAI,Ibiaí,MG
2182,3129657,IBIRACATU,Ibiracatu,MG
2183,3129707,IBIRACI,Ibiraci,MG
2184,3129806,IBIRITE,Ibirité,MG
2185,3129905,IBITIURA DE MINAS,Ibitiúra de Minas,MG
2186,3130002,IBITURUNA,Ibituruna,MG
2187,3130051,ICARAI DE MINAS,Icaraí de Minas,MG
2188,3130101,IGARAPE,Igarapé,MG
2189,3130200,IGARATINGA,Igaratinga,MG
2190,3130309,IGUATAMA,Iguatama,MG
2191,3130408,IJACI,Ijaci,MG
2192,3130507,ILICINEA,Ilicínea,MG
2193,3130556,IMBE DE MINAS,Imbé de Minas,MG
2194,3130606,INCONFIDENTES,Inconfidentes,MG
2195,3130655,INDAIABIRA,Indaiabira,MG
2196,3130705,INDIANOPOLIS,Indianópolis,MG
2197,3130804,INGAI,Ingaí,MG
2198,3130903,INHAPIM,Inhapim,MG
2199,3131000,INHAUMA,Inhaúma,MG
2200,3131109,INIMUTABA,Inimutaba,MG
2201,3131158,IPABA,Ipaba,MG
2202,3131208,IPANEMA,Ipanema,MG
2203,3131307,IPATINGA,Ipatinga,MG
2204,3131406,IPIACU,Ipiaçu,MG
2205,3131505,IPUIUNA,Ipuiúna,MG
2206,3131604,IRAI DE MINAS,Iraí de Minas,MG
2207,3131703,ITABIRA,Itabira,MG
2208,3131802,ITABIRINHA,Itabirinha,MG
2209,3131901,ITABIRITO,Itabirito,MG
2210,3132008,ITACAMBIRA,Itacambira,MG
2211,3132107,ITACARAMBI,Itacarambi,MG
2212,3132206,ITAGUARA,Itaguara,MG
2213,3132305,ITAIPE,Itaipé,MG
2214,3132404,ITAJUBA,Itajubá,MG
